TransactionID,CustomerID,CustomerDOB,CustGender,CustLocation,CustAccountBalance,TransactionDate,TransactionTime,TransactionAmount (INR)
T7648,C6629715,8/11/76,M,GURGAON,73523.7,22/9/16,134745,1388
T7649,C5913872,19/7/91,M,LUCKNOW,8726.02,22/9/16,125219,200
T7650,C9034117,24/12/59,M,CHANDIGARH,7737.06,22/9/16,125220,500
T7651,C8157781,17/10/89,M,GURGAON,50929.53,22/9/16,124937,447.07
T7652,C2624459,10/5/93,F,GUNTUR,38132.78,22/9/16,125317,369.49
T7653,C7321440,5/1/58,F,VISAKHAPATNAM,10969.52,22/9/16,125226,1301
T7654,C3229617,1/1/1800,M,JEWELLERS HYDERABAD,539837.41,22/9/16,131242,795
T7655,C4989358,1/1/1800,M,BANGALORE,31234.72,22/9/16,131127,2380
T7656,C5735842,20/12/87,M,NOIDA,3460.3,22/9/16,131501,2110.87
T7657,C1326478,16/9/83,M,NEW DELHI,218759.95,27/9/16,182141,500
T7658,C6032572,28/9/87,F,RANCHI,173751.74,27/9/16,182745,595
T7659,C3633775,11/5/73,M,BANGALORE,2421.05,27/9/16,182745,2805.4
T7660,C1027923,15/6/86,M,DELHI,55681.48,27/9/16,183321,1600
T7661,C7834339,21/4/90,F,BANGALORE,4296.52,27/9/16,182136,29
T7662,C8232982,26/3/85,M,GURGAON,35950.52,22/9/16,130835,375
T7663,C6142764,1/7/89,M,GHAZIPUR,3604.14,22/9/16,131157,30
T7664,C2032857,8/6/83,M,KOLKATA,10307.17,22/9/16,131342,200
T7665,C5514351,31/10/79,M,KOLKATA,14948.97,22/9/16,130026,100
T7666,C7319628,1/5/82,M,GHAZIABAD,11084.94,22/9/16,130455,90
T7667,C8930529,9/11/97,M,LUDHIANA,9505.04,22/9/16,130753,180
T7668,C1638271,6/6/85,M,PUNE,21007.98,27/9/16,182556,1500
T7669,C2242821,27/7/90,F,MUMBAI,951143.52,27/9/16,182800,1630
T7670,C2220671,1/10/90,M,NEW DELHI,102570.54,27/9/16,182802,500
T7671,C5810270,24/5/84,M,GURGAON,47601.3,22/9/16,131842,357
T7672,C2730290,22/2/45,M,BELGAUM,31325.64,22/9/16,32328,50
T7673,C3753688,1/1/1800,M,PERUNGUDI CHENNAI,353250.18,22/9/16,133625,308.47
T7674,C2334225,17/12/90,F,JAIPUR,38785.37,22/9/16,133936,294
T7675,C8956248,11/4/73,M,KOLKATA,161266.23,22/9/16,140207,220
T7676,C4427778,20/8/90,M,MOHALI,43605.88,27/9/16,182716,749.2
T7677,C1924847,17/8/89,M,VISAKHAPATNAM,56622.03,27/9/16,182723,311
T7678,C1441125,15/9/00,M,MUMBAI,5561.85,27/9/16,181954,1225
T7679,C3453050,1/6/71,M,AURANGABAD,38539.98,27/9/16,182722,200
T7680,C8354954,24/11/88,F,DELHI,33790.49,27/9/16,182155,100
T7681,C8640727,1/12/91,M,THANE,886.74,22/9/16,130237,400
T7682,C4898659,15/2/91,M,FARIDABAD,36714.38,22/9/16,125757,819
T7683,C7811873,25/2/87,M,CHENNAI,329459.86,22/9/16,131400,100
T7684,C3430324,1/5/90,M,CHENNAI,9516.41,22/9/16,131410,3502
T7685,C5010014,11/2/68,M,MUMBAI,45987.9,22/9/16,125849,1055
T7686,C8124322,7/4/87,M,GUDIWADA,18767.49,22/9/16,125851,1696
T7687,C5123754,17/4/93,M,MUMBAI,247283.16,22/9/16,132635,2004
T7688,C4024632,1/2/91,M,JAIPUR,3753.69,22/9/16,124512,2000
T7689,C4360269,21/2/89,M,GURGAON,11361.94,22/9/16,124211,500
T7690,C6314670,19/3/96,M,JODHPUR,33209.95,27/9/16,182303,6000
T7691,C6014275,3/5/88,M,PUNE,4684.24,27/9/16,182213,20
T7692,C8114514,30/5/88,M,NEW DELHI,314365.28,27/9/16,182427,212.12
T7693,C6217850,3/5/81,M,DELHI,55312.59,22/9/16,131633,53
T7694,C8213129,15/5/77,M,HYDERABAD,19476.11,22/9/16,131745,411.97
T7695,C5819644,25/9/82,M,HYDERABAD,10539.04,22/9/16,132604,750
T7696,C4635252,2/1/75,M,GURGAON,26697.57,22/9/16,132655,487
T7697,C4930023,24/10/91,F,NOIDA,46704.13,22/9/16,132748,130
T7698,C8119672,30/12/82,M,NEW DELHI,38.38,22/9/16,121514,1594.45
T7699,C2736135,27/7/92,M,JALGAON,11251.31,22/9/16,112812,11
T7700,C8312957,25/1/93,F,MUMBAI,10073.26,22/9/16,113041,503
T7701,C7233185,29/1/94,M,GURGAON,385287.96,22/9/16,113831,1888
T7702,C8728885,27/1/89,F,DELHI,12055.55,27/9/16,183954,200
T7703,C6915974,11/9/74,M,THANE,39376.09,27/9/16,184028,600
T7704,C3425749,18/5/90,F,DELHI,67543.5,27/9/16,184059,1200
T7705,C2838475,10/9/92,F,PATNA,12240.31,27/9/16,183443,150
T7706,C6221147,6/12/70,F,GURGAON,651588.52,27/9/16,183449,2000
T7707,C8833029,11/10/87,F,BANGALORE,6329.55,22/9/16,132843,187
T7708,C7722843,1/1/1800,M,MOHALI,27919.83,22/9/16,34641,50
T7709,C2425468,3/8/91,F,AHMEDABAD,7968.01,22/9/16,130833,200
T7710,C5718279,1/1/86,M,JHAJJAR,142441.82,22/9/16,131032,37
T7711,C1021518,1/1/1800,M,HOSPITAL RAJKOT,3880985.11,22/9/16,131036,950
T7712,C7541341,8/3/84,M,NORTH 24 PARGANA,262.77,22/9/16,135856,10
T7713,C4918966,18/1/93,F,MUMBAI,94317.48,22/9/16,135612,2
T7714,C8839665,6/1/84,M,PUNE,629075.67,22/9/16,110720,1268
T7715,C6016529,22/9/91,M,VELLORE,815.39,22/9/16,110722,25
T7716,C3414019,20/7/87,M,DEHRADUN,863.23,22/9/16,105937,50
T7717,C6297362,28/9/87,M,MOHALI,3705410.43,27/9/16,183705,2000
T7718,C2181321,26/4/84,F,KOLKATA,12494.96,27/9/16,183827,473
T7719,C5332659,7/10/88,F,BANGALORE,29536.25,27/9/16,184019,500
T7720,C5521672,2/4/92,M,ADILABAD,4289.71,27/9/16,181102,217.66
T7721,C2020640,25/12/89,M,MUMBAI,12608.13,22/9/16,132330,789
T7722,C4914246,30/12/85,M,KANGRA,31421.29,22/9/16,125526,292
T7723,C3428151,27/7/97,M,DELHI,1227.06,22/9/16,125509,110
T7724,C4041648,27/2/81,M,MUMBAI,50.27,22/9/16,32804,120
T7725,C6672962,27/2/72,F,THANE,30.15,22/9/16,133240,899
T7726,C3875325,1/11/85,M,AURANGABAD,3666.94,22/9/16,133242,2570
T7727,C5019988,2/8/85,M,AMRITSAR,328.39,22/9/16,141216,40
T7728,C6093960,30/11/93,M,CHENNAI,185108.17,22/9/16,134001,32
T7729,C4211292,25/6/86,M,THANE W,2755.66,27/9/16,184121,200
T7730,C7820225,27/1/85,M,PATHANAMTHITTA,6552.11,27/9/16,183409,3098
T7731,C8629435,1/2/91,F,PATIALA,8954.92,22/9/16,131825,9770.03
T7732,C6215654,21/11/91,M,GURGAON,22624.41,22/9/16,132227,1200
T7733,C8380582,13/6/86,M,PRABHADEVI MUMBAI,13268.39,22/9/16,120808,50
T7734,C5425239,25/6/93,M,KURNOOL,9785.54,25/9/16,194906,400
T7735,C1313125,27/2/92,M,NEW DELHI,53600.54,25/9/16,194909,280
T7736,C3514046,11/5/87,M,RAIPUR,21331.4,25/9/16,194909,2250
T7737,C3424347,27/4/64,M,BANGALORE,231667.99,25/9/16,201548,5991
T7738,C2214085,30/3/84,M,MUMBAI,109387.3,25/9/16,201636,490
T7739,C1612620,15/3/84,M,BANGALORE,50895.96,26/9/16,234832,745
T7740,C8026441,23/12/96,F,KOLHAPUR,4148.86,26/9/16,234643,100
T7741,C5029213,7/2/62,F,DELHI,1401566.8,26/9/16,231520,7776.52
T7742,C8620268,12/6/77,M,PUNE,147.75,26/9/16,231906,778
T7743,C8113390,16/4/86,M,MAHALAXMI MUMBAI,93196.47,26/9/16,232107,1234
T7744,C7113057,16/2/76,M,MUMBAI,39508.78,26/9/16,213543,1630
T7745,C5914761,16/7/86,M,FUNCTION HALL VAYUPURI HYDERABAD,556.71,25/9/16,224302,100
T7746,C5584340,8/8/78,F,GURGAON,105849.04,25/9/16,223648,2531
T7747,C4236451,9/1/87,F,MUMBAI,1043774.72,25/9/16,223652,870
T7748,C4419013,1/1/1800,M,THANE,66391.76,25/9/16,223655,1256
T7749,C5129489,31/3/90,M,DURGAPUR,25.49,25/9/16,224426,117
T7750,C2410019,15/4/87,M,MUMBAI,55068.21,25/9/16,221625,3740
T7751,C3430861,9/12/83,F,KANDIWALI W MUMBAI,9022.18,25/9/16,201322,3216.06
T7752,C6333215,26/2/61,F,CHENNAI,1030147.63,25/9/16,201640,690
T7753,C4735613,24/12/92,M,MUMBAI,16065.98,25/9/16,201727,1384
T7754,C6829845,7/6/88,M,BANGALORE,9611.55,25/9/16,201013,190
T7755,C6936013,20/1/89,M,MUMBAI,106325.35,25/9/16,201407,1000
T7756,C2242580,24/7/78,F,KOLKATA,231030.74,25/9/16,200119,9250
T7757,C7624660,22/11/93,F,BAHRAICH,2679.29,26/9/16,232603,50
T7758,C1221746,11/11/86,M,BOKO,3472.01,26/9/16,232135,16
T7759,C8811655,25/1/92,M,DINHATA,13580.89,26/9/16,232954,22
T7760,C2617572,7/6/87,F,KOTA,33294.9,26/9/16,234130,560
T7761,C7434422,6/7/91,M,HAMIRPUR,7813.12,26/9/16,232046,50
T7762,C8541021,29/7/89,F,MUMBAI,40401.16,26/9/16,233445,101.15
T7763,C7068722,1/1/1800,M,NEW DELHI,178621.24,26/9/16,194044,100
T7764,C3732052,22/7/86,F,SAVITRI APARTMENT KALYAN,41810.27,26/9/16,232027,30
T7765,C5412122,18/8/76,M,BANGALORE,516315.11,25/9/16,221803,831
T7766,C4728532,25/2/93,M,DELHI,12792.94,25/9/16,223837,1020
T7767,C7374528,21/1/92,M,HYDERABAD,75358.4,25/9/16,223859,240
T7768,C8613390,29/4/95,F,PUNE,1376.97,25/9/16,223349,42
T7769,C4877731,19/4/80,F,GURGAON,37393.49,25/9/16,225020,4994
T7770,C5529440,17/1/79,M,SOUTH 24 PARGANAS,58510.71,25/9/16,200925,1086
T7771,C5615640,17/1/83,F,AGRA,500367.59,25/9/16,200931,180
T7772,C5212452,26/12/93,F,GURGAON,349843.34,25/9/16,201143,500
T7773,C4529857,25/8/92,F,DELHI,2918.45,25/9/16,201148,138
T7774,C6223471,19/6/95,F,CHENNAI,36455.98,25/9/16,201153,350
T7775,C7113528,2/3/87,M,AURANGABAD,34037.9,25/9/16,201002,4035.99
T7776,C7157825,30/5/85,M,NEW PANVEL NAVI MUMBAI,46381.77,25/9/16,195945,751.5
T7777,C7919957,17/3/68,M,MUMBAI,77760.21,25/9/16,195948,782
T7778,C4522236,26/3/82,M,MUMBAI,29938.17,25/9/16,200927,1099
T7779,C8127353,nan,M,JEWELLERS DELHI,233965.29,25/9/16,201856,2875.5
T7780,C6136112,8/4/83,M,LUDHIANA,8350.44,26/9/16,222636,500
T7781,C3718286,14/6/58,M,AGRA,20240.16,26/9/16,224800,1010
T7782,C8927646,14/10/88,M,GURGAON,12135.86,26/9/16,225837,559
T7783,C3328463,11/5/57,M,CHENNAI,183199.52,26/9/16,225851,1004
T7784,C2738126,21/5/87,M,NEW DELHI,17250.82,26/9/16,230334,10
T7785,C5631450,25/2/81,M,BAHADURGARH,3625.82,25/9/16,221405,3357
T7786,C6030464,12/11/86,M,CENTRAL MUMBAI,7989.81,25/9/16,224549,500
T7787,C2512564,29/3/90,M,GURGAON,28856.25,25/9/16,225025,999
T7788,C6633776,3/7/81,M,SURAT,299360.6,25/9/16,225032,1202
T7789,C6826139,3/10/88,M,DELHI,17773.82,25/9/16,221436,730
T7790,C8512655,16/5/97,F,PUNE,26067.51,25/9/16,222124,200
T7791,C8131352,24/2/89,M,DELHI,4541.59,25/9/16,222804,154.05
T7792,C7894429,4/10/93,M,MUMBAI,112883.24,25/9/16,223631,220
T7793,C7263931,25/10/90,F,AHMEDABAD,4607.08,25/9/16,201233,299
T7794,C1918445,28/12/70,M,SHEIKHPURA,40046.85,25/9/16,201919,544
T7795,C1212091,16/9/89,M,CHENNAI,13626.76,25/9/16,202007,560
T7796,C6184818,10/6/83,F,MUMBAI,43321.41,25/9/16,202011,320
T7797,C8871826,1/1/1800,M,HYDERABAD,41510.41,25/9/16,202104,2193.75
T7798,C6122079,22/3/94,F,GURGAON,35551.11,25/9/16,200941,107
T7799,C2435187,27/1/77,F,MUMBAI,12294.65,25/9/16,201141,14000
T7800,C1925454,14/4/77,M,NEW DELHI,49713.45,25/9/16,202006,142
T7801,C5796817,28/7/95,M,GHAZIABAD,2189.92,25/9/16,202055,418
T7802,C6965941,1/7/87,F,AGRA,85414.84,25/9/16,202055,3150
T7803,C5614726,25/9/92,M,TUMKUR,5764.59,25/9/16,201445,1247
T7804,C4137142,23/11/90,M,HASSAN,48.72,25/9/16,201451,379
T7805,C6216149,17/2/92,F,DELHI,44199.36,25/9/16,195836,7790
T7806,C8032328,9/12/86,M,AMRITSAR,19710.21,25/9/16,194657,124.44
T7807,C7814484,10/1/88,F,GURGAON,159956.51,26/9/16,224629,419
T7808,C4921232,11/4/90,F,KOTA,173093.05,26/9/16,230131,1317.72
T7809,C6939755,12/5/90,M,THIRUVANAMALAI DT,6342.18,25/9/16,232934,160
T7810,C3920022,28/3/85,F,DARJEELING,270.29,25/9/16,224512,149
T7811,C8730146,2/2/90,M,DELHI,30774.49,25/9/16,224519,1717
T7812,C4214630,8/6/92,M,THANE,4882.1,25/9/16,230521,433
T7813,C7591865,1/9/85,M,MUMBAI,36982.74,25/9/16,230548,1123
T7814,C4511527,25/6/85,F,NEW DELHI,189937.12,25/9/16,231300,200
T7815,C6138830,28/2/91,F,NORTH TWENTY FOUR PARGANAS,4721.76,25/9/16,230135,506
T7816,C7558472,10/6/83,F,NOIDA,51682.19,25/9/16,230159,396
T7817,C6035715,1/1/1800,M,CITY PHASE III HARYANA GURGAON,1473353.26,25/9/16,203642,1000
T7818,C3136722,9/4/89,M,KANDHAMAL,10805.79,25/9/16,200518,27
T7819,C7266953,22/10/92,M,NEW DELHI,12483.93,25/9/16,205105,301
T7820,C3030146,25/12/85,M,BANGALORE,16058.95,25/9/16,204946,156
T7821,C2335022,28/4/86,M,BANGALORE,68971.92,25/9/16,205105,950
T7822,C5238561,26/6/82,M,DELHI,79093.64,25/9/16,190553,1304.1
T7823,C8238181,12/4/86,M,DELHI,51914.97,25/9/16,190600,1269
T7824,C2968213,10/10/83,M,NASHIK,2.48,25/9/16,190609,200
T7825,C6042518,29/4/89,M,MUMBAI,299708.08,25/9/16,190757,1509
T7826,C8340155,10/6/90,F,THANE,4083.72,25/9/16,213351,449.2
T7827,C7686769,25/7/91,F,BAREILLY,27501.53,25/9/16,213811,2075.2
T7828,C2641366,20/6/74,M,MUMBAI,322278.08,25/9/16,213811,2521.45
T7829,C8810470,22/2/93,M,GURGAON,6763.44,25/9/16,213813,200
T7830,C2421842,12/11/64,M,KOLKATA,110983.9,25/9/16,213815,1500
T7831,C3516352,30/10/85,F,MUMBAI,245082,25/9/16,214219,175
T7832,C3512133,1/3/96,M,MORADABAD,1908.12,25/9/16,231529,16
T7833,C6120838,27/2/87,M,MUMBAI,3613.16,25/9/16,231544,500
T7834,C2640354,8/7/88,M,MEERUT,19.01,25/9/16,205721,460
T7835,C4592617,2/3/92,M,IMPHAL,15743.02,25/9/16,225152,995.4
T7836,C1139753,22/5/82,M,NALASOPARA W,23235.42,25/9/16,224904,3105
T7837,C2322767,13/1/90,M,DELHI,18724.3,25/9/16,224710,19
T7838,C6438424,10/9/81,M,DELHI,78735.94,25/9/16,225237,1092
T7839,C5539628,1/1/1800,M,KOLKATA,368.32,25/9/16,230701,2630
T7840,C7637654,9/4/86,M,GAUTAM BUDDHA NAGAR,17998.19,25/9/16,230936,101.15
T7841,C4414971,8/3/96,F,FATEHGARH SAHIB,488.75,25/9/16,225729,20
T7842,C3230663,10/12/87,M,BANGALORE,12171.48,25/9/16,223505,386
T7843,C3939768,1/1/1800,M,VAPI,264904.11,25/9/16,224351,2328
T7844,C6734123,23/2/74,M,NASHIK,957.44,25/9/16,215047,500
T7845,C6430176,1/1/1800,M,NEW DELHI,17852.47,25/9/16,204808,199.08
T7846,C2139863,29/6/88,M,GURGAON,8756.06,25/9/16,204932,424
T7847,C1518014,23/2/94,F,CHITTOOR,8759.64,25/9/16,205009,504
T7848,C1438560,24/4/92,M,KANNUR,35313.51,25/9/16,205012,2766
T7849,C6817937,2/3/81,M,NEW DELHI,1701.13,25/9/16,205039,207
T7850,C7419382,25/2/89,F,DELHI,238553.41,25/9/16,204921,345
T7851,C5576371,13/12/82,F,MUMBAI,52489.05,25/9/16,195117,3200
T7852,C7935712,9/6/91,M,DELHI,,25/9/16,185519,1190.45
T7853,C8311216,10/10/89,M,ADILABAD,2326.83,25/9/16,190241,30
T7854,C1630786,6/2/82,M,COIMBATORE,19285.29,25/9/16,190321,1366
T7855,C1240354,13/5/88,F,OXFORD COLLEGE OF ENGG BANGALORE,30562.37,25/9/16,190402,199
T7856,C6933491,1/1/1800,M,N T PUNE,181600.42,25/9/16,185644,1000
T7857,C6128083,5/12/89,F,NAVI MUMBAI,871397.75,25/9/16,185238,2990
T7858,C7011644,nan,M,MOHALI,32054.29,25/9/16,215632,870
T7859,C7626054,11/10/77,M,MUMBAI,18090.63,25/9/16,220008,750
T7860,C7762358,23/3/94,F,CHENNAI,4177.28,25/9/16,220655,150
T7861,C4639023,16/7/69,M,MUMBAI VILE PARLE EAST,5851.75,25/9/16,205535,540
T7862,C7287851,18/10/84,M,NEW DELHI,695923.28,25/9/16,195600,750
T7863,C6533062,20/6/72,F,PUNE,7814.48,25/9/16,195639,2906.5
T7864,C6224367,1/6/75,M,VISAKHAPATNAM,242517.94,25/9/16,193735,342.17
T7865,C4435147,15/9/89,F,BANGALORE,969.5,25/9/16,194334,324
T7866,C1312216,8/12/81,M,GURGAON,98142.69,25/9/16,194542,799
T7867,C2432761,13/8/80,M,NOIDA,18765.31,25/9/16,194542,773.27
T7868,C9033288,18/6/86,M,CHENNAI,1911.06,25/9/16,194702,506
T7869,C3928114,26/5/77,F,KOLKATA,4297.79,25/9/16,194457,11796
T7870,C3051990,1/1/1800,M,SURAT,47789.26,25/9/16,190211,161
T7871,C1769484,25/11/91,F,MUMBAI,8934.41,25/9/16,183819,802
T7872,C2021148,25/10/92,M,KOLKATA,2963.74,25/9/16,183821,201.85
T7873,C6140041,23/3/96,M,SIVAGANGA,1901.24,25/9/16,220804,101
T7874,C7219741,27/7/80,M,AGRA,30591.26,25/9/16,221244,502
T7875,C3217932,23/10/89,F,GURGAON,31037.57,25/9/16,215312,117.5
T7876,C4367267,5/5/97,M,SURAT,15428.3,25/9/16,215410,56
T7877,C1041552,2/6/85,M,MAINPURI,2270062.96,25/9/16,215730,300
T7878,C7569253,17/3/77,M,MUMBAI,10849.69,25/9/16,215750,730
T7879,C8927983,1/1/1800,M,GURGAON,66173.22,25/9/16,210740,1600
T7880,C3128773,26/3/86,M,GURGAON,137821.67,25/9/16,211512,977
T7881,C4728142,5/7/92,M,CHURU,12022.22,25/9/16,194611,67
T7882,C7846080,26/4/93,F,DINDIGUL,13313.56,25/9/16,194831,175
T7883,C2063634,13/6/92,M,PANCHKULA,55954.98,25/9/16,195120,1083
T7884,C1214221,20/4/76,M,BAHADURGARH,41327.97,25/9/16,102035,50
T7885,C8816521,15/2/95,M,AGARTALA,8751.2,25/9/16,194409,606.9
T7886,C7819273,19/3/86,F,BANGALORE,17813.77,25/9/16,193855,1610
T7887,C1835575,3/7/87,M,BANGALORE,274279.91,25/9/16,195025,1129
T7888,C1213881,10/2/84,M,CHENNAI,57614.41,25/9/16,185519,172
T7889,C4329859,7/5/85,M,CHANDIGARH,59691.05,25/9/16,185707,835.54
T7890,C3212618,14/8/85,M,MUMBAI,52165.91,25/9/16,195144,250
T7891,C3524976,22/2/80,M,GURGAON,22757.79,25/9/16,144537,50
T7892,C7131450,1/1/1800,M,NEW DELHI,754784.91,25/9/16,191539,700
T7893,C8340225,8/11/85,M,NOIDA,105461.2,25/9/16,191539,149
T7894,C6936916,16/8/80,F,GHAZIABAD,141036.14,25/9/16,190513,14950.09
T7895,C6117247,4/3/90,M,BANGALORE,304630.4,25/9/16,190241,175
T7896,C7627957,10/7/93,M,NEW DELHI,7449.2,25/9/16,202553,50
T7897,C1032879,19/2/91,M,DELHI,33362.9,25/9/16,203258,7000
T7898,C7988227,26/4/90,M,MUMBAI,400251.07,25/9/16,203259,3000
T7899,C2714384,17/3/87,M,AURANGABAD,21881.6,25/9/16,203556,100
T7900,C8256792,7/7/88,M,DHOLPUR,33637.09,25/9/16,203837,345
T7901,C6477367,25/12/88,F,MUMBAI,71479.55,25/9/16,202347,245
T7902,C2624811,1/11/93,M,NEW DELHI,101722.09,25/9/16,204139,1038
T7903,C3354111,26/9/81,F,GURGAON,41569.5,25/9/16,201738,325
T7904,C4612078,21/5/85,M,MUMBAI,9070.28,25/9/16,195957,299
T7905,C1634027,1/6/59,M,THANE,24672.86,25/9/16,195027,6310.82
T7906,C6826875,9/8/86,M,CHENNAI,57498.61,25/9/16,195210,205
T7907,C3735535,7/7/47,M,AHMEDABAD,7780.76,25/9/16,194702,249
T7908,C6018337,10/4/91,F,REWARI (HARYANA),34809.39,25/9/16,195038,774
T7909,C6812021,24/3/92,M,BANGALORE,18070.67,25/9/16,193610,284
T7910,C1812232,18/5/83,M,ROORKEE,436243.84,25/9/16,185853,98
T7911,C7098978,11/5/82,M,MUMBAI,160118.5,25/9/16,190214,648
T7912,C6021457,10/7/93,M,MAINPURI,13299.87,25/9/16,190017,599
T7913,C6335436,20/7/90,M,NEW DELHI,9721.68,25/9/16,190021,27
T7914,C5225942,2/1/91,F,BANGALORE,27194.4,25/9/16,202402,530
T7915,C5412524,15/9/84,F,BHOPAL,61896.77,25/9/16,202856,1550
T7916,C4919274,7/8/87,M,PUNE,17680.83,27/9/16,182338,299
T7917,C7937487,1/1/1800,M,MOHALI,39578.78,27/9/16,181211,2150
T7918,C1723247,1/1/1800,M,BAWAL,173906.36,22/9/16,134745,1720.2
T7919,C3139054,23/3/92,M,CHENNAI,34520.18,22/9/16,135041,199
T7920,C8618148,15/4/94,M,VISAKHAPATNAM,19149.06,22/9/16,135312,211
T7921,C4727870,29/5/90,M,MUMBAI,5410.64,22/9/16,121441,608
T7922,C9067184,12/6/80,M,GATE NO 4 MUMBAI,798753.95,22/9/16,123830,300000
T7923,C2231875,2/7/86,F,HYDERABAD,29972.87,22/9/16,125257,191
T7924,C5428047,10/3/87,F,CHANDIGARH,15680.77,27/9/16,181521,500
T7925,C1640751,17/10/96,F,MUMBAI,20843.02,27/9/16,182309,523
T7926,C3823817,28/4/87,M,NEW DELHI,114257.68,22/9/16,121812,3595
T7927,C5622717,24/8/91,M,MUMBAI,83906.1,22/9/16,121819,1511
T7928,C5140842,19/2/93,M,GURGAON,,22/9/16,121105,45
T7929,C7238583,3/1/85,M,DELHI,340680.59,22/9/16,121628,288.57
T7930,C3536662,5/12/90,M,ROURKELA,4.42,22/9/16,124525,1364
T7931,C8013042,1/1/1800,M,8 IMT MANESAR GURGAON,12503.88,22/9/16,122804,400
T7932,C5511125,1/1/1800,M,BANGALORE,140393.87,22/9/16,122809,7489
T7933,C6234974,20/4/87,M,SAMALKHA,533049.05,22/9/16,125430,18
T7934,C1629285,10/2/77,F,NURMAHAL,19330.87,22/9/16,125942,495
T7935,C2411091,21/4/91,M,KANPUR NAGAR,40.66,22/9/16,33315,50
T7936,C6894861,12/3/90,M,DELHI,0,22/9/16,130316,820
T7937,C7188832,1/1/1800,F,AHMEDABAD,124416.93,27/9/16,180730,1558
T7938,C2810820,2/2/92,M,CHAKALA MIDC MUMBAI MUMBAI,5910.96,22/9/16,123009,186
T7939,C8932170,9/1/89,M,NOIDA,4177.45,22/9/16,122449,230
T7940,C5412854,1/1/1800,M,MOTA VARACHHA SURAT,6361.7,22/9/16,122016,597.74
T7941,C5323747,1/1/83,M,DELHI,11811.54,22/9/16,123911,93
T7942,C6919455,1/1/1800,M,CHENNAI,83913.36,22/9/16,133017,250
T7943,C1117447,6/11/79,M,DELHI,16431.16,22/9/16,133823,322
T7944,C5414780,11/4/43,F,NOIDA,48278.61,22/9/16,133832,342
T7945,C6239175,23/12/72,M,POWAI,433642.26,22/9/16,133833,5175
T7946,C8033868,1/1/1800,M,NAVI MUMBAI,4174.42,22/9/16,124645,1035.5
T7947,C6023473,9/5/92,M,GHAZIABAD,65545.9,22/9/16,122149,2300
T7948,C3317447,6/11/79,M,DELHI,16431.16,22/9/16,122151,420
T7949,C4020133,17/10/81,M,MUMBAI,24897.36,22/9/16,114924,1255
T7950,C6515329,4/5/90,M,LUDHIANA,471.58,27/9/16,180440,50
T7951,C5038075,1/1/1800,F,MUMBAI,82307.07,22/9/16,120906,1018
T7952,C6713756,17/3/77,M,NELLORE,5654.35,22/9/16,121136,3256.12
T7953,C1041067,12/6/87,F,BANGALORE,568672.48,22/9/16,121427,500
T7954,C5590051,5/2/91,M,GAUTAM BUDDHA NAGAR,59.07,22/9/16,134113,140
T7955,C6218450,16/5/87,M,BANGALORE,46291.99,22/9/16,140333,256
T7956,C4035358,15/1/85,M,VADODARA,192725.57,22/9/16,140333,500
T7957,C5416367,1/1/1800,M,MUMBAI,21213.01,22/9/16,140606,7500
T7958,C7221652,29/1/90,M,BANGALORE,256.57,22/9/16,120816,714.16
T7959,C8918692,30/4/90,M,PANIPAT,19040.03,22/9/16,121318,401
T7960,C1123185,3/2/86,M,GURGAON,29303.07,27/9/16,180823,400
T7961,C3913232,5/1/90,M,HYDERABAD,15429.3,27/9/16,180240,1798
T7962,C1520414,24/2/86,M,ASANSOL,3851.63,27/9/16,180251,1932.85
T7963,C3240570,21/1/84,M,NEW DELHI,51423.26,22/9/16,124341,500.95
T7964,C2525264,11/1/73,M,HYDERABAD,145014.96,22/9/16,124352,2465
T7965,C6644954,12/10/93,M,HYDERABAD,1603.68,22/9/16,124728,235
T7966,C7824047,1/5/80,M,GURGAON,85217.65,22/9/16,133430,5009.29
T7967,C1118114,12/12/91,M,KANNUR,18.85,22/9/16,42043,50
T7968,C5515727,30/7/87,M,USGAO,3191.85,22/9/16,135053,250
T7969,C5635119,20/10/83,M,AHMEDABAD,5930.44,22/9/16,120517,78
T7970,C2811048,1/1/1800,M,GHAZIABAD,608716.43,22/9/16,112904,799
T7971,C5423079,18/12/93,M,AHMEDNAGAR,10560.83,22/9/16,110757,15
T7972,C6334652,15/7/85,F,MUMBAI,241.42,27/9/16,181614,3098
T7973,C8960261,26/11/88,M,NOIDA,12221.21,27/9/16,181616,461
T7974,C1141891,1/1/1800,F,FARIDABAD,5788.28,22/9/16,124018,100
T7975,C8219439,27/6/87,F,JAIPUR,58802.04,22/9/16,124531,1299
T7976,C1922080,5/6/83,M,GURGAON,110341.58,22/9/16,124736,1544.75
T7977,C7468324,2/2/92,M,GURGAON,3437.82,22/9/16,113352,340
T7978,C5231667,1/1/1800,M,NEW DELHI,453856.62,22/9/16,134954,5538
T7979,C7640382,1/3/43,M,NOIDA,147369.85,27/9/16,181102,1500
T7980,C2723318,20/11/92,F,NEW DELHI,12658.15,27/9/16,181157,239.93
T7981,C4678986,31/8/83,M,JHAJJAR,31585.64,27/9/16,181201,498
T7982,C7920886,15/5/85,F,BATHINDA,11283.83,22/9/16,123050,1801.41
T7983,C4534867,22/8/92,M,MUMBAI,10074.33,22/9/16,114436,500
T7984,C3412469,15/10/67,M,DELHI,32092.3,22/9/16,134758,899
T7985,C8530360,1/1/1800,M,NEW DELHI,31.79,22/9/16,135041,300
